Functional Exponent Coefficient Energy
BLYP 0.002 -74.2 -74.4133670188
BLYP 0.002 -73.9 -74.1142461143
BLYP 0.002 -73.6 -73.8151263812
BLYP 0.002 -73.3 -73.5160078247
BLYP 0.002 -73 -73.2168904503
BLYP 0.002 -72.7 -72.9177742633
BLYP 0.002 -72.4 -72.6186592691
BLYP 0.002 -72.1 -72.3195454731
BLYP 0.002 -71.8 -72.0204328807
BLYP 0.002 -71.5 -71.7213214976
BLYP 0.002 -71.2 -71.4222113292
BLYP 0.002 -70.9 -71.1231023811
BLYP 0.002 -70.6 -70.823994659
BLYP 0.002 -70.3 -70.5248881685
BLYP 0.002 -70 -70.2257829154
BLYP 0.002 -69.7 -69.9266789054
BLYP 0.002 -69.4 -69.6275761442
BLYP 0.002 -69.1 -69.3284746378
BLYP 0.002 -68.8 -69.029374392
BLYP 0.002 -68.5 -68.7302754127
BLYP 0.002 -68.2 -68.4311777059
BLYP 0.002 -67.9 -68.1320812775
BLYP 0.002 -67.6 -67.8329861337
BLYP 0.002 -67.3 -67.5338922806
BLYP 0.002 -67 -67.2347997242
BLYP 0.002 -66.7 -66.9357084708
BLYP 0.002 -66.4 -66.6366185266
BLYP 0.002 -66.1 -66.3375298979
BLYP 0.002 -65.8 -66.0384425911
BLYP 0.002 -65.5 -65.7393566124
BLYP 0.002 -65.2 -65.4402719686
BLYP 0.002 -64.9 -65.1411886659
BLYP 0.002 -64.6 -64.8421067113
BLYP 0.002 -64.3 -64.5430261115
BLYP 0.002 -64 -64.2439468735
BLYP 0.002 -63.7 -63.944869005
BLYP 0.002 -63.4 -63.6457925124
BLYP 0.002 -63.1 -63.3467174019
BLYP 0.002 -62.8 -63.04764368
BLYP 0.002 -62.5 -62.7485713532
BLYP 0.002 -62.2 -62.4495004284
BLYP 0.002 -61.9 -62.1504309124
BLYP 0.002 -61.6 -61.8513628122
BLYP 0.002 -61.3 -61.552296135
BLYP 0.002 -61 -61.2532308878
BLYP 0.002 -60.7 -60.9541670779
BLYP 0.002 -60.4 -60.6551047126
BLYP 0.002 -60.1 -60.3560437992
BLYP 0.002 -59.8 -60.0569843452
BLYP 0.002 -59.5 -59.7579263579
BLYP 0.002 -59.2 -59.458869845
BLYP 0.002 -58.9 -59.159814814
BLYP 0.002 -58.6 -58.8607612727
BLYP 0.002 -58.3 -58.5617092286
BLYP 0.002 -58 -58.2626586897
BLYP 0.002 -57.7 -57.9636096637
BLYP 0.002 -57.4 -57.6645621586
BLYP 0.002 -57.1 -57.3655161825
BLYP 0.002 -56.8 -57.0664717433
BLYP 0.002 -56.5 -56.7674288492
BLYP 0.002 -56.2 -56.4683875084
BLYP 0.002 -55.9 -56.1693477292
BLYP 0.002 -55.6 -55.87030952
BLYP 0.002 -55.3 -55.5712728892
BLYP 0.002 -55 -55.2722378452
BLYP 0.002 -54.7 -54.9732043968
BLYP 0.002 -54.4 -54.6741725524
BLYP 0.002 -54.1 -54.375142321
BLYP 0.002 -53.8 -54.0761137113
